ID,Molecule_max_phase,Molecular weight,RO5_violations,AlogP,Label,features_5,features_7,features_8,features_9,features_10,features_11,features_12,features_3152,features_3153,features_3154,features_3155,features_3156,features_3157,features_3158,features_3159,features_3160,features_3161,features_3162,features_3163,features_3164,features_3165,features_3166,features_3167,features_3168
6570,0,0.114508689,0,0.606923506,9.546812609,0,1,0,3,0,0,6,282.1480612,1.285714286,2.047619048,2.761904762,264.203,0.38189525,0.326372979,0.326372979,-0.38189525,0,108,282.347,2.3076,5,3,76.7,4
2875,0,0.158114131,0,0.644332775,2.493205453,0,3,0,4,0,0,3,360.1274413,1.304347826,1.956521739,2.52173913,335.707,0.393086936,0.237676305,0.237676305,-0.393086936,0,130,360.907,2.9766,5,4,92.42,4
7955,0,0.136705502,0,0.640424344,2.772588722,0,0,0,1,0,0,7,322.1229893,1.25,2.083333333,2.833333333,307.223,0.381887172,0.253255936,0.253255936,-0.381887172,0,120,322.343,2.9103,5,3,80.9,3
7181,4,0.129173351,0,0.677833613,-0.510825624,0,1,0,1,0,0,8,308.0828741,1.045454545,1.863636364,2.681818182,295.668,0.280961979,0.158874424,0.158874424,-0.280961979,0,108,308.772,3.58012,4,0,43.07,1
1490,0,0.199488236,0,0.627024009,9.472704636,0,0,0,8,0,0,4,435.199443,1.193548387,1.967741935,2.64516129,411.262,0.433004574,0.433004574,0.381889662,-0.381889662,0,166,435.454,2.6667,8,4,104.86,6
7430,0,0.215673758,0,0.718034618,2.708050201,0,3,0,10,0,0,7,464.2675076,1,1.705882353,2.411764706,428.318,0.496763807,0.260003531,0.260003531,-0.496763807,0,182,464.606,4.3022,6,0,51.24,6
7161,4,0.058386665,0,0.5360134,1.376244025,0,1,0,2,0,0,4,181.1102787,1.461538462,2.230769231,2.846153846,166.115,0.50795465,0.115448789,0.115448789,-0.50795465,0,72,181.235,1.0351,3,3,52.49,4
2643,0,0.180638429,0,0.60413177,1.791759469,0,0,0,7,0,0,7,401.1409272,1.107142857,1.821428571,2.535714286,378.304,0.381360324,0.317771942,0.317771942,-0.381360324,0,148,401.488,2.2597,7,1,88.6,4
1718,0,0.180105572,1,0.759910664,3.091042453,0,5,0,2,0,0,8,400.2263115,1,1.733333333,2.4,372.302,0.364151578,0.255731998,0.255731998,-0.364151578,0,154,400.526,5.05288,5,1,51.85,5
4838,0,0.045575902,0,0.369625907,0.530628251,0,0,0,3,0,0,0,158.0691422,1.818181818,2.454545455,2.818181818,148.077,0.390744365,0.236549426,0.236549426,-0.390744365,0,62,158.157,-1.9351,5,3,83.63,2
4986,4,0.142239441,1,0.278056951,-1.609437912,0,1,0,1,0,1,0,332.133199,1.434782609,2.043478261,2.47826087,312.153,0.478224589,0.370405991,0.370405991,-0.478224589,0,130,332.313,-3.57583,11,9,198.22,6
158,0,0.182314707,0,0.664433277,10.1266311,0,1,0,8,0,0,3,404.2212261,1.233333333,2,2.733333333,376.29,0.357823681,0.22629805,0.22629805,-0.357823681,0,156,404.514,3.3398,6,2,88.99,3
4480,4,0.316139453,3,0,0.78845736,0,1,0,3,0,1,0,645.2480135,0.636363636,1.159090909,1.727272727,602.264,0.393566319,0.186732752,0.186732752,-0.393566319,0,256,645.608,-8.5645,19,14,321.17,9
2455,0,0.203939809,0,0.737018425,12.10071213,0,3,0,3,0,0,7,443.1820617,1.15625,1.875,2.5,419.277,0.415920963,0.415920963,0.395749802,-0.395749802,0,168,443.469,4.6368,5,2,78.05,6
5020,4,0.210073212,1,0.442211055,-0.116533816,0,1,0,3,0,0,1,454.0300139,1.413793103,2.24137931,2.896551724,440.407,0.476560678,0.352158498,0.352158498,-0.476560678,0,152,454.519,-0.63608,12,2,156.09,7
8497,0,0.195630575,0,0.662758236,8.517193191,0,0,0,6,0,0,10,428.196074,0.96875,1.65625,2.375,404.304,0.481181604,0.304633048,0.304633048,-0.481181604,0,162,428.496,3.3073,8,2,96.17,6
5284,0,0.211449759,1,0.792853155,13.32448756,0,3,0,4,0,0,7,456.1274413,1.193548387,2,2.741935484,431.795,0.492869979,0.273751396,0.273751396,-0.492869979,0,162,456.995,5.63642,5,0,51.66,6
5968,0,0.205616088,0,0.590731435,8.699514748,0,4,0,1,0,0,6,446.1260054,1.225806452,1.967741935,2.64516129,424.309,0.422356609,0.414203752,0.414203752,-0.422356609,0,164,446.485,2.02372,10,2,130.84,6
3424,0,0.183957682,1,0.77721943,12.46843691,0,0,0,2,0,0,15,407.1633769,0.903225806,1.677419355,2.483870968,386.305,0.320061605,0.255220408,0.255220408,-0.320061605,0,152,407.473,5.3552,5,1,62.3,4
3663,4,0.166417815,0,0.725293132,2.772588722,0,0,0,7,0,0,8,375.1401349,1.076923077,1.692307692,2.307692308,352.687,0.385068786,0.162424753,0.162424753,-0.385068786,0,138,375.871,4.4256,3,1,40.54,6
651,0,0.213103835,1,0.79173646,3.17805383,0,3,0,3,0,0,10,459.1713548,1.060606061,1.878787879,2.575757576,433.769,0.4634072,0.200046382,0.200046382,-0.4634072,0,168,459.977,5.62412,5,0,49.58,4
7186,4,0.194198522,0,0.664991625,2.251291799,0,0,0,7,0,0,7,425.1618527,0.9,1.666666667,2.5,401.728,0.326215625,0.326215625,0.305540086,-0.305540086,0,156,425.92,3.3532,7,2,78.82,5
8395,0,0.252296557,1,0.708542714,1.791759469,0,2,0,3,0,0,8,530.1648712,1.184210526,2.052631579,2.894736842,507.405,0.334132063,0.287418448,0.287418448,-0.334132063,0,192,530.589,4.13192,10,3,120.83,5
633,0,0.193399237,0,0.652707984,1.098612289,0,4,0,3,0,0,5,424.2023023,1.193548387,2,2.64516129,399.28,0.488918699,0.252826155,0.252826155,-0.488918699,0,162,424.48,3.12654,8,1,85.17,5
7495,2,0.055600269,0,0.554438861,-2.302585093,0,1,0,2,0,0,4,176.094963,1.615384615,2.461538462,3,164.123,0.338646331,0.222413812,0.222413812,-0.338646331,0,68,176.219,1.3749,3,0,33.2,1
4282,0,0.218948607,0,0.617532105,16.52356076,0,4,0,1,0,0,6,470.1260054,1.242424242,1.96969697,2.606060606,448.331,0.422354983,0.414248086,0.414248086,-0.422354983,0,172,470.507,2.5004,10,2,141.74,6
2149,0,0.15397339,0,0.659966499,9.998797732,0,1,0,2,0,0,10,353.1197978,1.16,2,2.8,334.295,0.334294172,0.229319182,0.229319182,-0.334294172,0,128,353.447,3.2615,5,1,63.99,4
5588,0,0.153079745,0,0.66387493,0.955511445,0,2,0,2,0,0,8,351.1250733,1.08,1.88,2.64,333.697,0.302098648,0.158921465,0.158921465,-0.302098648,0,126,351.841,3.3333,5,0,46.31,3
3027,0,0.146147057,0,0.69681742,9.836278803,0,2,0,0,0,0,5,339.076551,1.130434783,1.826086957,2.434782609,327.25,0.415912065,0.415912065,0.340013674,-0.340013674,0,120,339.346,3.91702,5,1,55.11,3
2031,0,0.214458179,0,0.691233948,10.79957558,0,2,0,5,0,0,8,461.1636825,1,1.580645161,2.129032258,433.189,0.354258391,0.242425511,0.242425511,-0.354258391,0,166,462.421,3.8204,5,2,61.44,10
